block_id,route_id,trip_headsign,service_id,shape_id,trip_id
a_5832,62,Woodside,a_merged_999103,6200,419528_merged_999752
a_5631,60,Northview Acres,a_merged_999103,6000,418943_merged_1005758
b_5631,56,Cambridge Centre,muwtf_merged_999113,5611,413694_merged_1005923
b_2101,21,Conestoga Mall,a_merged_999110,2111,419490_merged_1007337
b_1701,17,Heritage Park,a_merged_999110,1700,418603_merged_1009565
a_336,3,Ottawa South to Downtown,muwtf_merged_999106,301,414228_merged_1000485
b_703,7,F Fairview Park via Wilson,muwtf_merged_999113,717,414416_merged_1006589
a_932,35,Eastbridge to Uptown Waterloo,a_merged_999103,3501,419258_merged_1003188
b_5333,53,Hespeler Terminal,a_merged_999110,5301,419447_merged_1011999
b_801,8,Fairview via Weber & Courtland TR,muwtf_merged_999113,823,426928_merged_1009165
b_133,15,Downtown,a_merged_999110,1511,418572_merged_1006101
b_2236,23,Fairview Park,muwtf_merged_999113,2302,413410_merged_1010678
b_5331,53,Ainslie St. Terminal,a_merged_999110,5311,419453_merged_1008766
b_702,7,D UW via University,muwtf_merged_999113,702,414302_merged_1007486
b_805,8,Fairview via Weber & Courtland TR,muwtf_merged_999113,823,426931_merged_1009837
b_5131,51,Hespeler Road to Hespeler,a_merged_999110,5101,418797_merged_1007624
a_8002,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415884_merged_1001192
a_7501,75,Saginaw,muwtf_merged_999106,7500,420842_merged_1002347
b_5532,55,St. Andrews,muwtf_merged_999113,5500,416578_merged_1006181
b_703,7,C Conestoga Mall,a_merged_999110,701,418393_merged_1009921
b_6102,61,Cambridge Centre,muwtf_merged_999113,6111,416003_merged_1008444
b_1032,10,Fairview Park,muwtf_merged_999113,1011,415789_merged_1009026
a_8021,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415878_merged_1005784
a_1132,20,Victoria Hills to Highland Hills Mall,s_merged_999107,2001,420116_merged_1002594
a_803,8,University via Courtland & Weber,muwtf_merged_999106,801,426819_merged_1001997
b_754,7,C Conestoga Mall,muwtf_merged_999113,701,414544_merged_1008095
b_2532,15,Frederick,muwtf_merged_999113,1501,415307_merged_1007498
b_7351,73,McCormick,muwtf_merged_999113,7311,420833_merged_1012606
b_133,25,Queen South to Downtown,a_merged_999110,2511,418073_merged_1008532
a_801,8,University via Courtland & Weber,muwtf_merged_999106,801,426817_merged_1000602
b_632,6,Bridgeport,muwtf_merged_999113,600,413307_merged_1009063
a_806,8,University via Weber,muwtf_merged_999106,808,426713_merged_1002115
a_932,13,Laurelwood to UW,a_merged_999103,1311,419157_merged_1003835
a_5132,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415054_merged_1002462
a_5135,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415069_merged_1005446
b_705,7,A Fairview Park via Connaught,a_merged_999110,715,418477_merged_1007059
b_5203,52,Ainslie St. Terminal,a_merged_999110,5211,418695_merged_1007094
a_631,6,Bridgeport,a_merged_999103,600,417526_merged_1001796
b_2234,2,Forest Hill,a_merged_999110,211,419079_merged_1011890
b_5632,64,Cambridge Centre,a_merged_999110,6411,418972_merged_1008828
b_631,6,Bridgeport,muwtf_merged_999113,600,413302_merged_1009039
a_2403,24,Highland to Downtown,muwtf_merged_999106,2411,413483_merged_999300
b_5531,59,Christopher,muwtf_merged_999113,5900,413591_merged_1010975
a_805,8,Fairview via Courtland TR,a_merged_999103,811,426183_merged_1000944
b_3132,31,University of Waterloo,muwtf_merged_999113,3111,416125_merged_1006569
b_933,13,Laurelwood to UW,muwtf_merged_999113,1311,416307_merged_1010474
a_132,15,Frederick,muwtf_merged_999106,1501,415326_merged_1000533
b_3132,31,University of Waterloo,muwtf_merged_999113,3111,416131_merged_1010103
b_5131,65,Fisher Mills on detour,muwtf_merged_999113,6501,413880_merged_1010536
a_2532,15,Frederick,a_merged_999103,1501,418539_merged_1004255
a_805,8,Fairview via Courtland TR,muwtf_merged_999106,811,426775_merged_1000313
b_5202,52,Fairview Park,muwtf_merged_999113,5201,413545_merged_1009151
a_8024,200,iXpress to Conestoga Mall,a_merged_999103,20001,419599_merged_1001874
b_702,7,D UW via University,a_merged_999110,708,418310_merged_1008984
a_709,7,C Conestoga Mall,muwtf_merged_999106,701,414273_merged_1004181
a_884,8,Downtown via Westmount,muwtf_merged_999106,817,424684_merged_999578
b_1334,13,Laurelwood,muwtf_merged_999113,1301,416234_merged_1008352
a_1233,12,Fairview Park,a_merged_999103,1211,418273_merged_1005295
a_131,1,Stanley Park via Lorraine,s_merged_999107,102,419959_merged_1004279
b_2532,24,Highland,a_merged_999110,2401,418002_merged_1012621
b_302,3,Ottawa South to Downtown,a_merged_999110,301,417571_merged_1011325
b_2533,15,Downtown,muwtf_merged_999113,1511,415345_merged_1007046
b_5832,62,Woodside,muwtf_merged_999113,6200,413791_merged_1007248
b_301,3,Ottawa South to Downtown,a_merged_999110,301,417566_merged_1008083
b_1236,12,Fairview Park,a_merged_999110,1211,418280_merged_1008116
b_936,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416400_merged_1010844
a_6481,64,Cambridge Centre,muwtf_merged_999106,6411,416646_merged_1004264
b_1731,10,Conestoga College via Bechtel,muwtf_merged_999113,1002,415781_merged_1009023
a_2402,24,Highland to Downtown,a_merged_999103,2411,418028_merged_1005620
a_5431,57,Blair Road via Westcliff,muwtf_merged_999106,5701,413628_merged_1003259
a_802,8,Fairview via Westmount & Franklin TA,muwtf_merged_999106,821,426910_merged_1003302
b_804,8,Fairview via Franklin TR,muwtf_merged_999113,815,426738_merged_1009095
a_935,35,Eastbridge to Conestoga Mall,a_merged_999103,3511,419294_merged_1001780
a_937,13,Laurelwood,muwtf_merged_999106,1301,416244_merged_1005692
a_2232,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416679_merged_1000583
b_711,7,C Conestoga Mall,a_merged_999110,701,418365_merged_1007717
a_1032,10,Conestoga College via Bechtel,muwtf_merged_999106,1002,415776_merged_1004765
b_734,7,E UW via Columbia,a_merged_999110,706,418330_merged_1010810
b_937,13,Laurelwood to UW,muwtf_merged_999113,1311,416289_merged_1006178
a_1284,12,Fairview Park,s_merged_999107,1211,420244_merged_1000912
a_5136,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415080_merged_999350
b_1238,12,Fairview Park,s_merged_999114,1211,420257_merged_1011201
a_706,7,D UW via University,s_merged_999107,702,420267_merged_1001206
b_803,8,Fairview via Westmount & Franklin TA,a_merged_999110,821,426188_merged_1007732
a_132,15,Frederick,muwtf_merged_999106,1501,415314_merged_1004016
b_936,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416406_merged_1010850
a_2235,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416680_merged_1003844
a_932,9,Lakeshore to Conestoga Mall,a_merged_999103,911,419220_merged_1000412
a_333,3,Ottawa South,muwtf_merged_999106,300,414253_merged_1003987
a_3351,33,Huron to Forest Glen via Trillium,muwtf_merged_999106,3312,416503_merged_1002486
b_937,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416395_merged_1008195
b_802,8,Fairview via Courtland TR,muwtf_merged_999113,811,424642_merged_1010315
b_804,8,University via Weber,muwtf_merged_999113,808,426705_merged_1012310
a_1232,12,Fairview Park,a_merged_999103,1211,418272_merged_1005294
b_934,35,Eastbridge to Conestoga Mall,a_merged_999110,3511,419279_merged_1010225
b_5631,9851,Poplar Guelph ob,muwtf_merged_999113,985101,414027_merged_1012391
b_8025,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415950_merged_1006460
b_132,1,Stanley Park via Lorraine,muwtf_merged_999113,102,414100_merged_1011140
b_232,2,Downtown,muwtf_merged_999113,221,415013_merged_1008813
b_337,4,Downtown from TBW,muwtf_merged_999113,402,416839_merged_1011744
b_633,6,Downtown,muwtf_merged_999113,601,413336_merged_1012269
a_2231,2,Downtown via Southmoor,a_merged_999103,222,419103_merged_1000029
b_801,8,Fairview via Westmnt & Franklin/East TR,a_merged_999110,818,426129_merged_1008511
b_5831,62,Woodside,muwtf_merged_999113,6200,413812_merged_1008237
b_931,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416188_merged_1007784
b_1131,11,Downtown Sunday,s_merged_999114,1112,420107_merged_1006035
a_933,9,Lakeshore to UW,a_merged_999103,901,419241_merged_1001942
a_2531,25,Queen South to Downtown via Westheights,a_merged_999103,2512,418094_merged_1003388
a_711,7,C Conestoga Mall,a_merged_999103,701,418365_merged_1000940
a_712,7,C Conestoga Mall,muwtf_merged_999106,701,414284_merged_1001170
b_682,6,Bridgeport,muwtf_merged_999113,600,413319_merged_1008021
b_758,7,D UW via University,muwtf_merged_999113,708,414382_merged_1006508
a_1234,12,Fairview Park,a_merged_999103,1211,418253_merged_1005110
b_431,4,Downtown from TBW,a_merged_999110,402,419742_merged_1010834
a_1281,9,Lakeshore to UW,s_merged_999107,901,420623_merged_999230
a_706,7,E UW via Columbia,muwtf_merged_999106,706,414380_merged_999729
a_5201,52,Ainslie St. Terminal,muwtf_merged_999106,5211,413554_merged_1005585
b_937,5,Uptown,muwtf_merged_999113,511,415631_merged_1010245
b_709,7,B Fairview Park via Weber,muwtf_merged_999113,712,414514_merged_1012054
b_938,13,Laurelwood,muwtf_merged_999113,1301,416236_merged_1008350
b_803,8,University via Westmount,a_merged_999110,807,426029_merged_1007411
b_6731,67,Lovell Industrial,muwtf_merged_999113,6700,413924_merged_1006017
a_8003,200,iXpress to Ainslie Terminal,muwtf_merged_999106,20011,415916_merged_1000196
a_6101,61,Conestoga College,muwtf_merged_999106,6100,415979_merged_999939
b_3131,29,Keats Way,muwtf_merged_999113,2901,421136_merged_1008675
b_806,8,Fairview via Weber & Courtland TA,a_merged_999110,824,426234_merged_1009723
a_803,8,Fairview via Westmount & Franklin TR,a_merged_999103,820,426139_merged_1004954
b_2234,15,Downtown,muwtf_merged_999113,1511,415356_merged_1011483
b_709,7,D UW via University,a_merged_999110,702,418374_merged_1011224
a_2151,21,Elmira,muwtf_merged_999106,2101,416445_merged_1003612
a_132,1,Stanley Park via Becker/River,muwtf_merged_999106,103,414124_merged_1004590
a_3132,31,Conestoga Mall,muwtf_merged_999106,3101,416163_merged_999211
b_5232,59,Christopher via South Cambridge Mall,s_merged_999114,5901,420469_merged_1008204
a_5132,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415051_merged_1002457
b_1281,12,Fairview Park,s_merged_999114,1211,420242_merged_1007691
a_7251,72,Cherry Blossom,muwtf_merged_999106,7200,420805_merged_1002625
b_1231,9,Lakeshore to UW,s_merged_999114,901,420634_merged_1009503
a_2231,22,Laurentian West to Downtown,a_merged_999103,2212,418151_merged_1000645
b_5431,57,Blair Road via Westcliff,a_merged_999110,5701,418901_merged_1012005
a_5203,52,Ainslie St. Terminal,a_merged_999103,5211,418683_merged_1003826
b_2032,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999113,2001,414917_merged_1012634
b_932,5,Uptown,a_merged_999110,511,419335_merged_1010589
a_5132,51,Hespeler Road to Hespeler,a_merged_999103,5101,418781_merged_1001315
b_2235,23,Idlewood,a_merged_999110,2301,417945_merged_1011642
a_935,9932,Northfield Industrial - CML,muwtf_merged_999106,993201,413970_merged_1002085
a_709,7,A Fairview Park via Connaught,a_merged_999103,715,418529_merged_1002195
a_5633,60,Northview Acres,a_merged_999103,6000,418914_merged_1003054
b_2235,22,Laurentian West to Forest Glen,muwtf_merged_999113,2211,416732_merged_1006928
b_331,3,Ottawa South,muwtf_merged_999113,300,414196_merged_1006908
b_1334,9,Lakeshore to UW,muwtf_merged_999113,901,416336_merged_1007451
a_5133,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415035_merged_1001799
a_2531,1,Downtown via Lorraine,a_merged_999103,112,417627_merged_999435
b_714,7,E UW via Columbia,muwtf_merged_999113,706,414343_merged_1007031
b_131,1,Stanley Park via River,muwtf_merged_999113,101,414092_merged_1008276
a_804,8,Fairview via Franklin/East TR,muwtf_merged_999106,813,426742_merged_999154
a_701,7,C Conestoga Mall,a_merged_999103,701,418388_merged_999743
a_803,8,Fairview via Weber & Courtland TA,a_merged_999103,824,426232_merged_1002952
a_5332,53,Hespeler Terminal,muwtf_merged_999106,5301,413764_merged_1003715
a_2232,23,Idlewood,a_merged_999103,2301,417948_merged_1004858
a_710,7,B Fairview Park via Weber,a_merged_999103,711,418465_merged_1003794
a_5131,51,Hespeler Road to Hespeler,a_merged_999103,5101,418788_merged_1004120
b_5333,53,Hespeler Terminal,a_merged_999110,5301,419441_merged_1012001
b_501,5,Erb West,s_merged_999114,501,420661_merged_1006489
a_1002,10,Fairview Park via Becthel,a_merged_999103,1012,418211_merged_1005523
b_731,7,C Conestoga Mall,muwtf_merged_999113,701,414275_merged_1010952
b_803,8,University via Weber,muwtf_merged_999113,808,426709_merged_1012308
b_2231,22,Laurentian West to Forest Glen,a_merged_999110,2211,418143_merged_1010704
b_937,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416382_merged_1011434
b_2531,25,Queen South,a_merged_999110,2501,418060_merged_1011983
b_5431,54,Lisbon Pines,a_merged_999110,5400,418829_merged_1007628
a_5202,52,Ainslie St. Terminal,a_merged_999103,5211,418685_merged_1003820
a_934,35,Eastbridge to Uptown Waterloo,a_merged_999103,3501,419269_merged_1003356
a_933,35,Eastbridge to Conestoga Mall,muwtf_merged_999106,3511,416194_merged_1003908
a_8005,200,iXpress to Conestoga Mall,a_merged_999103,20001,419600_merged_1001654
b_7301,73,Northlake,muwtf_merged_999113,7301,420818_merged_1006063
a_8002,200,iXpress to Conestoga Mall,a_merged_999103,20001,419577_merged_1002562
b_132,25,Queen South to Downtown,muwtf_merged_999113,2511,415265_merged_1012431
b_5832,62,Woodside,a_merged_999110,6200,419528_merged_1006529
b_2236,22,Laurentian West to Forest Glen,muwtf_merged_999113,2211,416739_merged_1006925
a_1236,12,Fairview Park,muwtf_merged_999106,1211,414704_merged_1004874
a_1334,9,Lakeshore to UW,muwtf_merged_999106,901,416327_merged_1003950
b_132,1,Stanley Park via Becker/River,a_merged_999110,103,417621_merged_1006218
b_1234,27,Fairview Park,s_merged_999114,2711,420534_merged_1010156
b_2534,24,Highland,muwtf_merged_999113,2401,413477_merged_1011343
a_5681,60,Northview Acres,muwtf_merged_999106,6000,413961_merged_1005515
b_2402,24,Highland,muwtf_merged_999113,2401,413448_merged_1007617
b_931,5,Uptown,a_merged_999110,511,419350_merged_1011286
a_6781,56,Cambridge Centre,muwtf_merged_999106,5611,413703_merged_1003010
b_934,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416191_merged_1011307
a_2031,6,Downtown,a_merged_999103,601,417516_merged_1005243
a_3131,31,Conestoga Mall,muwtf_merged_999106,3101,416146_merged_999530
b_810,8,University via Weber,muwtf_merged_999113,808,423918_merged_1012667
a_5201,52,Fairview Park,a_merged_999103,5201,418654_merged_999769
a_1235,12,Fairview Park,a_merged_999103,1211,418275_merged_1005297
b_934,5,Uptown,a_merged_999110,511,419338_merged_1006045
a_805,8,Downtown via Weber,muwtf_merged_999106,822,424674_merged_1000511
a_804,8,University via Franklin & Westmount,a_merged_999103,803,426102_merged_1001953
b_3131,31,Conestoga Mall,muwtf_merged_999113,3101,416152_merged_1009883
a_2032,20,Victoria Hills,muwtf_merged_999106,2002,414902_merged_1004997
a_2032,20,Victoria Hills to Downtown,muwtf_merged_999106,2011,414960_merged_1003183
b_2402,24,Highland to Downtown,a_merged_999110,2411,418028_merged_1012397
b_5203,52,Fairview Park,a_merged_999110,5201,418712_merged_1008641
b_935,13,Laurelwood to UW,muwtf_merged_999113,1311,416291_merged_1009472
a_2234,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416681_merged_1003843
b_802,8,University via Westmount,a_merged_999110,807,426311_merged_1011259
b_937,9,Lakeshore to UW,a_merged_999110,901,419230_merged_1009739
a_5631,56,Cambridge Centre,a_merged_999103,5611,418896_merged_1003404
b_1135,20,Victoria Hills to Downtown,muwtf_merged_999113,2011,414939_merged_1006112
b_705,7,B Fairview Park via Weber,a_merged_999110,713,418510_merged_1010973
a_133,1,Downtown via River/Becker,a_merged_999103,113,417654_merged_1003726
a_633,6,Downtown,muwtf_merged_999106,601,413336_merged_1005492
b_431,4,Downtown from TBW,a_merged_999110,402,419744_merged_1010516
b_5131,65,Fisher Mills on detour,a_merged_999110,6501,419000_merged_1011029
b_5202,52,Fairview Park,muwtf_merged_999113,5201,413539_merged_1011704
a_2534,25,Queen South to Downtown,muwtf_merged_999106,2511,415257_merged_1002218
a_5232,52,Ainslie St. Terminal,s_merged_999107,5211,420514_merged_1003148
b_2031,6,Downtown,muwtf_merged_999113,601,413347_merged_1008791
a_1237,17,Heritage Park,muwtf_merged_999106,1700,414831_merged_1000294
b_2531,25,Queen South to Downtown,a_merged_999110,2511,418085_merged_1006887
b_803,8,Fairview via Courtland TR,a_merged_999110,811,426180_merged_1007724
a_5533,63,Champlain,muwtf_merged_999106,6300,413826_merged_999583
a_133,1,Downtown via Lorraine,a_merged_999103,112,417637_merged_1003016
a_2231,22,Laurentian West to Downtown,a_merged_999103,2212,418146_merged_1003922
a_2031,6,Bridgeport,a_merged_999103,600,417492_merged_1001246
b_708,7,A Fairview Park via Connaught,muwtf_merged_999113,716,414460_merged_1009362
a_2281,23,Fairview Park,muwtf_merged_999106,2302,413411_merged_1003900
a_937,5,Uptown,muwtf_merged_999106,511,415631_merged_1003468
a_703,7,C Conestoga Mall,s_merged_999107,707,420314_merged_999444
b_2031,11,Downtown,a_merged_999110,1111,417850_merged_1006812
a_1236,10,Conestoga College via Bechtel,a_merged_999103,1002,418179_merged_1000857
b_5131,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999113,5111,415031_merged_1007534
a_706,91,Late Night Loop,a_merged_999103,9101,419461_merged_999830
a_703,7,C Conestoga Mall,a_merged_999103,701,418405_merged_1003553
b_1701,17,Fairview Park,a_merged_999110,1701,418596_merged_1011251
b_9855,9855,RIM Reuter,muwtf_merged_999113,985502,416592_merged_1006957
b_5633,64,Cambridge Centre,a_merged_999110,6411,418989_merged_1012098
